3401,"Mouse Trap, 2pcs/pk",48,12
3402,"Mouse Trap, 4pcs/pk",48,12
3404,"Super Mouse Trap, 2pcs/pk",48,12
3421,"Roach Glue Trap, 2pcs/pk",48,12
